id,title,artist,full_lyrics,reff_lyrics,emotion
244,mama papa larang,judika,separuh nafasku aku hembuskan untuk cintaku. biar rinduku sampai kepada bidadariku. kamu segalanya tidak terpisah oleh waktu. biarkan bumi menolak aku tetap cinta kamu. biar mamamu tidak suka papamu juga melarang. walau dunia menolak aku tidak takut. tetap aku katakan aku cinta dirimu oh. karena kamu bintang di hatiku. takkan ada yang lain mampu goyahkan rasa cintaku padamu. kamu segalanya tidak terpisah oleh waktu. biarkan bumi menolak aku tetap cinta kamu. biar mamamu tidak suka papamu juga melarang. walau dunia menolak aku tidak takut. tetap aku katakan aku cinta dirimu oh. sudah jangan kau usik lagi. cinta yang tertanam di hati akan aku bawa sampai mati. kamu segalanya tidak terpisah oleh waktu. biarkan bumi menolak aku tetap cinta kamu. biar mamamu tidak suka papamu juga melarang. walau dunia menolak aku tidak takut. tetap aku katakan aku cinta dirimu oh dirimu,kamu segalanya tidak terpisah oleh waktu. biarkan bumi menolak aku tetap cinta kamu. biar mamamu tidak suka papamu juga melarang. walau dunia menolak aku tidak takut. tetap aku katakan aku cinta dirimu oh,bahagia
245,sekali ini saja,glenn fredly,bersamamu. kulewati. lebih dari seribu malam. bersamamu. yang kumau. namun kenyataannya tidak sejalan. tuhan bila masih aku diberi kesempatan. izinkan aku untuk mencintanya. namun bila waktuku telah habis dengannya. biar cinta hidup sih kali ini saja. bersamamu. kulewati. lebih dari seribu malam. bersamamu. yang kumau. namun kenyataannya tidak sejalan. tuhan bila masih aku diberi kesempatan. izinkan aku untuk mencintanya. namun bila waktuku telah habis dengannya. biar cinta hidup sih kali ini saja. tidak sanggup bila harus jujur. hidup tanpa hembusan nafasnya. tuhan bila waktu dapat kuputar kembali. sekali lagi untuk mencintanya. namun bila waktuku telah habis dengannya. biarkan cinta ini biarkan cinta ini . hidup untuk sekali ini saja,bersamamu. kulewati. lebih dari seribu malam. bersamamu. yang kumau. namun kenyataannya tidak sejalan. tuhan bila masih aku diberi kesempatan. izinkan aku untuk mencintanya. namun bila waktuku telah habis dengannya. biar cinta hidup sih kali ini saja. bersamamu. kulewati. lebih dari seribu malam. bersamamu. yang kumau. namun kenyataannya tidak sejalan. tuhan bila masih aku diberi kesempatan. izinkan aku untuk mencintanya. namun bila waktuku telah habis dengannya. biar cinta hidup sih kali ini saja. tidak sanggup bila harus jujur. hidup tanpa hembusan nafasnya. tuhan bila waktu dapat kuputar kembali. sekali lagi untuk mencintanya. namun bila waktuku telah habis dengannya. biarkan cinta ini biarkan cinta ini . hidup untuk sekali ini saja,sedih
246,cinta karena cinta,judika,aku hanyalah manusia biasa. bisa merasakan sakit dan bahagia. izinkan aku bicara. agar kau juga dapat mengerti. kamu yang buat hatiku bergetar. rasa yang telah kulupa kurasakan. tanpa tahu mengapa. yang kutahu inilah cinta. cinta karena cinta. tidak perlu kau tanyakan. tanpa alasan cinta datang dan bertahta. cinta karena cinta. jangan tanyakan mengapa. tidak bisa jelaskan karena hati ini telah bicara. kamu yang buat hatiku bergetar. senyumanmu mengartikan semua. tanpa aku sadari. merasuk di dalam dada. cinta karena cinta. tidak perlu kau tanyakan. tanpa alasan cinta datang dan bertahta. cinta karena cinta. jangan tanyakan mengapa. tidak bisa jelaskan karena hati ini telah bicara. cinta karena cinta. tidak perlu kau tanyakan. tanpa alasan cinta datang dan bertahta. cinta karena cinta. jangan tanyakan mengapa. tidak bisa jelaskan karena hati ini telah bicara. tidak bisa jelaskan karena hati ini telah bicara,cinta karena cinta. tidak perlu kau tanyakan. tanpa alasan cinta datang dan bertahta. cinta karena cinta. jangan tanyakan mengapa. tidak bisa jelaskan karena hati ini telah bicara,bahagia
247,aku yang tersakiti,judika,pernahkah kau merasa. jarak antara kita . kini sih makin terasa. setelah kau kenal dia. aku tiada percaya. teganya kau putuskan. indahnya cinta kita. yang tidak ingin kuakhiri. kau pergi. tinggalkanku. tidak pernahkah kau sadari . akulah yang kau sakiti. engkau pergi dengan janjimu yang telah kau ingkari. oh tuhan tolonglah aku. hapuskan rasa cintaku. aku pun ingin bahagia walau tidak bersama dia. oh. wo uh yeah. memang takkan mudah. bagiku untuk lupakan sih galanya. aku pergi untuk dia. tidak pernahkah kau sadari . akulah yang kau sakiti. kau pergi dengan janjimu yang telah kau ingkari. oh tuhan tolonglah aku. hapuskan rasa cintaku. aku pun ingin bahagia walau tak walau tidak bersama dia. oh oh dia. oh tuhan tolonglah aku. hapuskan rasa cintaku. aku pun ingin bahagia walau tidak bersama dia oh uh. mm mm,tak pernahkah kau sadari . akulah yang kau sakiti. engkau pergi dengan janjimu yang telah kau ingkari. oh tuhan tolonglah aku. hapuskan rasa cintaku. aku pun ingin bahagia walau tidak bersama dia,sedih
248,kasih putih,glenn fredly,terdalam yang pernah kurasa. hasratku hanyalah untukmu. terukir manis. dalam renunganku. jiwamu jiwaku menyatu. biarkanlah kurasakan. hangatnya sentuhan kasihmu. bawa daku penuhiku. berilah diriku. kasih putih di hatiku. kudatang padamu kekasihku . kucurahkan isi jiwaku. hanya padamu. dalam air itu. kau bawa selamanya diriku. biarkanlah kurasakan. hangatnya sentuhan kasihmu. bawa daku penuhiku. berilah diriku. kasih putih di hatiku. peluk daku oh kasihku . taburiku dengan cinta . biarkanlah kurasakan . hangatnya sentuhan kasihmu . bawa daku penuhiku . berilah diriku kasihmu . biarkanlah kurasakan. hangatnya sentuhan kasihmu. bawa daku penuhiku. berilah diriku. kasih putih di hatiku. biarkanlah kurasakan. hangatnya sentuhan kasihmu. bawa daku penuhiku. berilah diriku. kasih putih di hatiku. kutemukan arti hidupku . denganmuergi dalam hidupku. let itu be my way. pengelanaan ada akhirnya. kini aku hanya untuk kamu. cinta cinta kasih kasih. semua manusia butuh cinta . sayang sayang rindu rindu. biar aku yang tentukan cintaku . let itu be my way. aku yang rasakan. cinta datang dan pergi dalam hidupku. let itu be my way. pengelanaan ada akhirnya. kini aku hanya untuk kamu. a a cinta cinta a a sayang sayang . semua manusia butuh cinta . let itu be my way. pengelanaan ada akhirnya. kini aku hanya untuk kamu. kini aku hanya untuk kamu.,biarkanlah kurasakan. hangatnya sentuhan kasihmu. bawa daku penuhiku. berilah diriku. kasih putih di hatiku akhirnya. kini aku hanya untuk kamu,bahagia
249,dia,anji,di suatu hari tanpa sengaja kita bertemu. aku yang pernah terluka kembali mengenal cinta. hati ini kembali temukan senyum yang hilang. semua itu karena dia. oh tuhan kucinta dia. aku sayang dia rindu dia. inginkan dia. utuhkanlah rasa cinta di hatiku. hanya padanya untuk dia. jauh waktu berjalan kita lalui bersama. betapa di setiap hari. aku jatuh cinta padanya. dicintai oleh dia kumerasa sempurna. semua itu karena dia. oh tuhan kucinta dia. aku sayang dia rindu dia. inginkan dia. utuhkanlah rasa cinta di hatiku. hanya padanya untuk dia. oh tuhan aku cinta dia. aku sayang dia rindu dia. inginkan dia. utuhkanlah rasa cinta di hatiku. hanya padanya untuk dia. hanya padanya untuk dia,oh tuhan kucinta dia. aku sayang dia rindu dia. inginkan dia. utuhkanlah rasa cinta di hatiku. hanya padanya untuk dia,bahagia
250,janji kita,nuca x mahalini,di dalam hati ini. hanya ada satu cinta. dan itu cuma ada di kamu. kamu. dan kamu cinta pertama di hidupku. dan aku berjanji. kau jadi cinta terakhirku. aku pun merasakan sama. saat kau hadir di hidupku oh. kumerasakan cinta yang tulus. dari dirimu oh. reff . janji kita berdua. semoga sih lamanya. kau dan aku jadi satu. di dalam ikatan cinta kita. tanpamu aku tidak akan bisa. merasakan cinta sempurna. kau lengkapiku kamulah cinta. yang dikirim tuhan untukku oh. aku pun merasakan sama. saat kau hadir di hidupku. kumerasakan cinta yang tulus. dari dirimu oh. reff . janji kita berdua. semoga sih lamanya. kau dan aku jadi satu. di dalam ikatan cinta kita. tanpamu aku tidak akan bisa. merasakan cinta sempurna. kau lengkapiku. kamulah cinta. yang dikirim tuhan untukku. selamanya. bersama. kamu aku kita. dalam ikatan cinta. reff . janji kita berdua. kita. kau dan aku jadi satu. di dalam ikatan cinta kita. tanpamu aku tidak akan bisa. merasakan cinta sempurna. kau lengkapiku oh. kau lengkapiku. kamulah cinta untukku. yang dikirim tuhan untukku,janji kita berdua. kita. kau dan aku jadi satu. di dalam ikatan cinta kita. tanpamu aku tidak akan bisa. merasakan cinta sempurna. kau lengkapiku oh. kau lengkapiku. kamulah cinta untukku. yang dikirim tuhan untukku,bahagia
251,saat terakhir,st12,tak pernah terpikir olehku. tidak sedikit pun kubayangkan. kau akan pergi. tinggalkan aku sendiri. begitu sulit kubayangkan. begitu sakit kurasakan. kau akan pergi. tinggalkan aku sendiri. reff . di bawah batu nisan kini kau telah sandarkan. kasih sayang kamu begitu dalam. sungguh aku tidak sanggup ini terjadi. kar nya aku sangat cinta. inilah saat terakhirku melihat kamu. jatuh air mataku menangis pilu. hanya mampu ucapkan. sih lamat jalan kasih . satu jam saja aku telah bisa. cintai kamu kamu kamu di hatiku. namun bagiku melupakanmu. butuh waktuku seumur hidup. satu jam saja aku telah bisa. sayangi kamu di hatiku. namun bagiku melupakanmu. butuh waktuku seumur hidup. di nantiku. wo oh wo oh. oh ho oh. oh uh oh oh. reff . inilah saat terakhirku melihat kamu. jatuh air mataku menangis pilu. hanya mampu ucapkan. sih lamat jalan kasih . oh uh oh oh. satu jam saja aku telah bisa. cintai kamu kamu kamu di hatiku. namun bagiku melupakanmu. butuh waktuku seumur hidup. satu jam saja aku telah bisa. sayangi kamu di hatiku. namun bagiku lupakanmu. butuh waktuku seumur hidup. wo oh oh. wo wo wo ah ah. ah wo oh,reff . di bawah batu nisan kini kau telah sandarkan. kasih sayang kamu begitu dalam. sungguh aku tidak sanggup ini terjadi. kar nya aku sangat cinta. inilah saat terakhirku melihat kamu. jatuh air mataku menangis pilu. hanya mampu ucapkan. sih lamat jalan kasih . reff . inilah saat terakhirku melihat kamu. jatuh air mataku menangis pilu. hanya mampu ucapkan. sih lamat jalan kasih . oh uh oh oh,sedih
252,putus atau terus,judika,aku sedang bertanya tanya. tentang perasaan kita. benarkah kita saling mencinta. atau hanya pernah saling cinta. bukankah kamu juga merasa. dingin mulai menjalari percakapan kita. pertanyaan kamu sedang apa. terkesan hanya sebuah formalitas saja. reff . coba tanyakan lagi pada hatimu. apakah sebaiknya kita putus atau terus. kita sedang mempertahankan hubungan. atau hanya sekedar menunda perpisahan. bukankah kamu juga merasa. dingin mulai menjalari percakapan kita. pertanyaan kamu sedang apa. terkesan hanya sebuah formalitas saja. reff . coba tanyakan lagi pada hatimu. apakah sebaiknya kita putus atau terus. kita sedang mempertahankan hubungan. atau hanya sekedar menunda perpisahan wo oo. bila kamu tanya aku maunya apa. aku mau kita terus bersama. reff . coba tanyakan lagi pada hatimu. kita sedang mempertahankan hubungan. atau hanya sekedar oh wo wo. hanya sekedar menunda perpisahan,coba tanyakan lagi pada hatimu. apakah sebaiknya kita putus atau terus. kita sedang mempertahankan hubungan. atau hanya sekedar menunda perpisahan,sedih
253,jangan rubah takdirku,andmesh kamaleng,di setiap doaku di setiap air mataku. selalu ada kamu. di setiap kataku aku sampaikan cinta ini. cinta kita. aku tidak akan mundur aku tidak akan goyah. meyakinkan kamu mencintaiku. reff . tuhan aku cinta dia aku ingin bersamanya. aku ingin habiskan nafas ini berdua dengannya. jangan rubah takdirku satukanlah hatiku dengan hatinya. bersama sampai akhir. di setiap kataku aku sampaikan cinta ini. oh cinta kita. aku tidak akan mundur aku tidak akan goyah. meyakinkan kamu mencintaiku. reff . tuhan aku cinta dia aku ingin bersamanya. aku ingin habiskan nafas ini berdua dengannya. jangan rubah takdirku satukanlah hatiku dengan hatinya. bersama sampai akhir. reff . tuhan aku cinta dia aku ingin bersamanya. aku ingin habiskan nafas ini berdua dengannya. jangan rubah takdirku satukanlah hatiku dengan hatinya. bersama sampai akhir,tuhan aku cinta dia aku ingin bersamanya. aku ingin habiskan nafas ini berdua dengannya. jangan rubah takdirku satukanlah hatiku dengan hatinya. bersama sampai akhir,bahagia
254,separuh aku,noah,dan terjadi lagi. kisah lama yang terulang kembali. kau temukan lagi. dari cinta rumit yang kau jalani. aku ingin kau merasa. kamu mengerti aku mengerti kamu. aku ingin kau sadari. cintamu bukanlah dia. reff . dengar laraku. suara hati ini memanggil namamu. karena separuh aku. dirimu. aku ada di sini. pahamilah kau tidak pernah sendiri. karena aku selalu. di dekatmu saat engkau terjatuh. aku ingin kau merasa. kamu mengerti aku mengerti kamu. aku ingin kau pahami. cintamu bukanlah dia. reff . dengar laraku. suara hati ini memanggil namamu. karena separuh aku. dirimu. dengar laraku. suara hati ini memanggil namamu. karena separuh aku. menyentuh laramu. semua lukamu telah menjadi lirihku. karena separuh aku dirimu,dengar laraku. suara hati ini memanggil namamu. karena separuh aku. dirimu. dengar laraku. suara hati ini memanggil namamu. karena separuh aku. menyentuh laramu. semua lukamu telah menjadi lirihku. karena separuh aku dirimu,sedih
255,sebelum cahaya,letto,ku teringat hati yang bertabur mimpi. ke mana kau pergi cinta . perjalanan sunyi yang kautempuh sendiri. kuatkanlah hati cinta. reff . ingatkah engkau kepada embun pagi bersahaja. yang menemanimu sebelum cahaya . ingatkah engkau kepada angin yang berhembus mesra. yang akan membelaimu cinta . kekuatan hati yang berpegang janji. genggamlah tanganku cinta. aku tidak akan pergi meninggalkanmu sendiri. temani hatimu cinta. reff . ingatkah engkau kepada embun pagi bersahaja. yang menemanimu sebelum cahaya . ingatkah engkau kepada angin yang berhembus mesra. yang akan membelaimu cinta . aku teringat hati yang bertabur mimpi. ke mana kau pergi cinta . perjalanan sunyi yang kautempuh sendiri. kuatkanlah hati cinta. reff . ingatkah engkau kepada embun pagi bersahaja. yang menemanimu sebelum cahaya . ingatkah engkau kepada angin yang berhembus mesra. yang akan membelaimu cinta . ingatkah engkau kepada embun pagi bersahaja. yang menemanimu sebelum cahaya . ingatkah engkau kepada angin yang berhembus mesra. yang akan membelaimu cinta . akan membelaimu cinta,ingatkah engkau kepada embun pagi bersahaja. yang menemanimu sebelum cahaya . ingatkah engkau kepada angin yang berhembus mesra. yang akan membelaimu cinta,bahagia
256,apalah arti menunggu,raisa,telah lama aku bertahan. demi cinta wujudkan sebuah harapan. namun aku rasa cukup aku menunggu. semua rasa telah hilang. reff . sekarang aku tersadar. cinta yang aku tunggu tidak kunjung datang. apalah arti aku menunggu. bila kamu tidak cinta lagi. namun aku rasa cukup aku menunggu. semua rasa telah hilang. reff . sekarang aku tersadar. cinta yang aku tunggu tidak kunjung datang. apalah arti aku menunggu. bila kamu tidak cinta lagi. dahulu kaulah segalanya. dahulu hanya dirimu yang ada di hatiku. namun sekarang aku mengerti. tidak perlu aku menunggu. sebuah cinta yang semu. reff . sekarang aku tersadar. cinta yang aku tunggu tidak kunjung datang. apalah arti aku menunggu. bila kamu tidak cinta lagi,sekarang aku tersadar. cinta yang aku tunggu tidak kunjung datang. apalah arti aku menunggu. bila kamu tidak cinta lagi,sedih
257,tak selalu,souljah,setelah semua yang pernah terjadi kini di setiap hari hariku. tidak mau lagi diriku untuk mengulangi kesalahan yang sama. semua yang pernah kurasa yang kucinta hilang sekejap mata. semua yang pernah kurindu yang kumau kini pun semua sirna. reff . tidak selalu wo ow . yang berkilau itu indah wo ow . tlah terbukti di dirimu wo ow . pergi dan sakitiku wo ow . setelah semua yang pernah terjadi kini di setiap hari hariku. tidak mau lagi diriku untuk mengulangi kesalahan yang sama. semua yang pernah kurasa yang kucinta hilang sekejap mata. semua yang pernah kurindu yang kumau kini pun semua sirna. reff . tidak selalu wo ow . yang berkilau itu indah wo ow . tlah terbukti di dirimu wo ow . pergi dan sakitiku wo ow . sesaat kau memberikan semua harapan. yang terjadi kau pergi dan tinggalkan. semua yang ada di dalam hatiku. menghilang dan kinipun semua tlah runtuh. sesaat kau memberikan harapan. yang terjadi kau pergi dan tinggalkan. semua yang ada di dalam hatiku. menghilang dan kinipun semua tlah runtuh. reff . tidak selalu wo ow . yang berkilau itu indah wo ow . tlah terbukti di dirimu wo ow . pergi dan sakitiku wo ow . reff . tidak selalu wo ow . yang berkilau itu indah wo ow . tlah terbukti di dirimu wo ow . pergi dan sakitiku,tak selalu wo ow . yang berkilau itu indah wo ow . tlah terbukti di dirimu wo ow . pergi dan sakitiku wo ow,marah
